new_number,news_text,category,cat-l3
NID_2023-01-18-20_1717,Berichte Scholz unter Bedingung für Leopard Lieferung der Druck auf der Bundesregierung Leopard Kampfpanzer an der Ukraine zu liefern haben weiter zugenommen an der Abend berichten Medium Olaf Scholz sein bereit unter bestimmt Bedingung,krieg,krieg
NID_2023-01-18-20_1717,Berichte Scholz unter Bedingung für Leopard Lieferung der Druck auf der Bundesregierung Leopard Kampfpanzer an der Ukraine zu liefern haben weiter zugenommen an der Abend berichten Medium Olaf Scholz sein bereit unter bestimmt Bedingung,olaf scholz,politik
NID_2023-01-18-20_1717,Berichte Scholz unter Bedingung für Leopard Lieferung der Druck auf der Bundesregierung Leopard Kampfpanzer an der Ukraine zu liefern haben weiter zugenommen an der Abend berichten Medium Olaf Scholz sein bereit unter bestimmt Bedingung,verteidigung,militaer
NID_2023-01-18-20_13687,Tennisstar Angelique Kerber zeigen erstmals ihr Babybauch der Tennisspielerin feiern Geburtstag und machen ihr Fan gleich auch ein Geschenken Angelique Kerber posieren schwanger vor der Kamera,unterhaltung,unterhaltung
NID_2023-01-18-21_4183,Eisbär greifen zwei Mensch in Alaska an beide tot zuerst jagen ein Eisbär mehrere Mensch in ein Ort in Alaska nach dann greifen er zwei Person an beide überleben der Angriff nicht,panorama,sonstiges
NID_2023-02-17-16_8889,Netflix Top 10 der beliebt Film Serie fürs Wochenende der aktuell beliebt Filme und Serie Bei Netflix in der Überblick Foto AFP,netflix,netflix
NID_2023-02-18-21_10878,Skispringen Wellinger siegen deutsch überragen bei WM Generalprobe in Rasnov bei der letzt springen vor d Skisprung WM springen Andreas Wellinger auf Platz ein Auch der ander Deutsche überragen und verpassen nur knapp Geschichte zu schreiben,sport,sport
NID_2023-02-18-21_12001,über 46 000 Tote nach Erdbeben in Türkei der Zahl der Mensch der in der Türkei durch der Erdbeben töten werden sein auf 40 642 gestieg wie der Vorsitzende der Katastrophenschutzbehörde Afad Yunus Sezer an der Samstag laut staatlich Nachrichtenagentur Anadolu mitteilen in Syrien sein bisher rund 5 900 Tote in Zusammenhang mit der verheerend Beben zählen werden der Zahl werden jedoch nur unregelmäßig aktualisiert insgesamt sein damit in beide Land über 46 000 Mensch um der Leben kommen,politik,politik
NID_2023-02-18-21_2204,China kündigen Friedensplan für Ukraine an China haben ein Friedensinitiative für ein Ende der russisch Angriffskrieg ankündigen der ukrainisch Außenminister reagieren zurückhaltend,politik,politik
NID_2023-02-18-21_5392,Handball Bundesliga Sieg für Spitzenreiter Berlin und Verfolger Kiel d Füchse Berlin haben ihr Spitzenposition in der Handball Bundesliga untermauern,sport,sport
NID_2023-02-18-21_5560,Helau und Alaaf bei der Eckernförder MTV Beste Karneval Stimmung bei der Heimsieg der EMTV haben Verfolger HFF Munkbrarup zu Gast in der Wulfsteerthalle knapp 80 Zuschauer sehen ein ganz klar Angelegenheit für der Tabellendritte für gut Atmosphäre sorgen sieben Fußballer von der Barkelsbyer SV,lokalsportmitte,sport
NID_2023-02-18-22_12388,USA stellen Suche nach Trümmer von der Flugobjekt ein d USA geben der Suche nach Trümmern von zwei abgeschossen Flugobjekt auf trotz mehrtägige Bemühung werden nichts finden,politik,politik
NID_2023-02-18-22_132,2 Bundesliga Umkämpfter Siegen in Rostock Darmstadt marschieren richtung Bundesliga Bei Hansa Rostock müssen Spitzenreiter Darmstadt hart kämpfen an der Ende bringen ein sehenswert Freistoß der Erfolg,sport,sport
NID_2023-02-18-22_11043,Sorge um Ex US Präsident Jimmy Carter medizinisch Behandlung ablehnen Jimmy Carter sein 98 Jahr alt der früh US Präsident sein zuletzt öfter in der Krankenhaus nun wollen er er|es|sie nicht mehr behandeln lassen,politik,politik
NID_2023-02-18-22_6078,Iran Ingenieurin reißen er|es|sie auf Eventbühne der Tuch von der Kopf nach ein Protestrede bei ein Event in der Iran nehmen ein Frau ihr Kopftuch ab der Video werden vielfach in der Netz teilen nun werden gegen sie ermitteln,politik,politik
NID_2023-02-18-23_6310,Justiz lassen Sadist von Nau entkommen weh er tun es wieder wegen Persönlichkeitsschutz kein Angabe zu der geflohen BamS wissen um wer es gehen Foto Polizei,fahndungen,kriminalitaet
NID_2023-02-18-23_1599,Bildergalerie der sein der Galasitzung der TCC Bildergalerie der sein der Galasitzung der TCC,karneval,karneval
NID_2023-02-18-23_1630,BILDplus Inhalt Post Müllabfuhr Kitas Klinik Flug Streikwelle rollen auf Deutschland zu seit Woche überziehen der Gewerkschaft Verdi der Land mit Warnstreik Foto Andreas Buck,ver.di,wirtschaft
NID_2023-02-18-23_1630,BILDplus Inhalt Post Müllabfuhr Kitas Klinik Flug Streikwelle rollen auf Deutschland zu seit Woche überziehen der Gewerkschaft Verdi der Land mit Warnstreik Foto Andreas Buck,streik,wirtschaft
NID_2023-02-18-23_10271,russisch Fregatte kreuzen auf in Südafrika gehen der Angst um China Rußland und Südafrika führen ein gemeinsam Militärmanöver durch auf welch Seite stellen er|es|sie der bisher neutral Südafrika in der Ukraine Krieg,politik,politik
NID_2023-02-19-00_5064,Gladbach Stürmer Alassane Pléa finden rot Karte gegen Upamecano rechtfertigen ein rot Karte für Bayern Verteidiger Upamecano lösen heftig Diskussion aus nun haben er|es|sie sein Gegenspieler Alassane Pléa zu der Situation äußern,sport,sport
NID_2023-02-19-00_12357,US Außenminister Blinken konfrontieren chinesisch Amtskollegen der USA machen weit Druck auf China Außenminister Antony Blinken finden deutlich Wort bei der Treffen mit sein Amtskollegen Wang Yi,politik,politik
NID_2023-02-19-00_6099,Israel greifen offenbar Milizen Ziel in Damaskus an in Damaskus sein bei Luftangriff mehrere Mensch um der Leben gekommen offenbar treffen der israelisch Luftwaffe auch der Hauptquartier von iranisch Milizen,politik,politik
NID_2023-02-19-00_1758,Bohle lästern bei DSDS Fiese Spitze gegen Ex Jurorin Dieter Bohle verteilen an der Samstag ein frech Spitze gegen ein Schlagersängerin Foto Stefan Gregorowius dpa Jens Kalaene dpa,deutschland sucht den superstar,unterhaltung
NID_2023-02-19-01_5826,Hurra zu der Eröffnung der Festival Saison 2023,musik,unterhaltung
NID_2023-02-19-02_2180,Chatbot von Microsoft zeigen dunkel Seite so reagieren der Firma ein übergriffig Microsoft Chatbot haben ein Nutzer geraten|raten er|es|sie scheiden zu lassen der Konzern müssen jetzt auf der Panne der künstlichen Intelligenz reagieren,digital,technik
NID_2023-02-19-03_1812,Boxlegend Sturm gelingen Comeback mit 44 Jahr Ex Box Weltmeister Felix Sturm sein zurück gegen der sechs Jahr jung Sükrü Altay gewinnen er in Stuttgart nach Punkt,sport,sport
NID_2023-02-19-03_9317,Orbán wollen weit Geschäft mit Rußland machen der ungarisch Ministerpräsident Viktor Orbán wollen weiter mit Rußland Geschäft machen er warnen der EU davor in ein Krieg abzudrifen,politik,politik
NID_2023-02-19-04_6842,Kindesmissbrauchs Ermittler schauen zuerst auf der Opfer Ermittlung in der Bereich Kindesmissbrauch und der Darstellung auf Bild und in Video haben vor alle der betroffen in der Auge der sagen der Direktor der Bundeskriminalamt BK Andreas Holzer in der Gespräch mit der Austria Presse Agentur Zuerst kommen immer der Opfer betonte Holzer in der Fokus stehen der Identifizierung und in der gut Fall Rettung der missbraucht Kind der Ermittlung in der Bereich stehen auch bei der Reform der Kriminaldienst in der Blickpunkt,missbrauch,kriminalitaet
NID_2023-02-19-04_6842,Kindesmissbrauchs Ermittler schauen zuerst auf der Opfer Ermittlung in der Bereich Kindesmissbrauch und der Darstellung auf Bild und in Video haben vor alle der betroffen in der Auge der sagen der Direktor der Bundeskriminalamt BK Andreas Holzer in der Gespräch mit der Austria Presse Agentur Zuerst kommen immer der Opfer betonte Holzer in der Fokus stehen der Identifizierung und in der gut Fall Rettung der missbraucht Kind der Ermittlung in der Bereich stehen auch bei der Reform der Kriminaldienst in der Blickpunkt,polizei,polizei
NID_2023-02-19-04_9824,Psychocoach halten wohl weit Frau fangen ein selbst ernannter Psychocoach in Walldürn sollen ein weit Frau festhalten haben bislang gehen der Polizei von drei Opfer aus,panorama,sonstiges
NID_2023-02-19-05_9757,Prinz von Hohenlohe Langenburg haben wohl genug von der Ski Sport mit 64 Jahr gehen Ski Abfahrer Prinz Hubertus von Hohenlohe Langenburg wohl jetzt in Rent bei der Weltcup in Méribel haben er der Kraft fehlen sagen er nach sein Ausscheiden,sport,sport
NID_2023-02-19-07_9132,Nordkorea testen atomwaffenfähig Rakete für machtvoll Gegenangriff Südkorea haben warnen nun sein es offenbar passieren Nordkorea haben überraschend ein atomwaffenfähig Interkontinentalrakete getestet,politik,politik
NID_2023-02-19-08_12065,Ukraine Krieg in der Newsblog Macron warnen davor Rußland zu zerschlagen Tag 361 seit Kriegsbeginn Verteidigungsminister Boris Pistorius fordern dass der Ukraine der Krieg gewinnen müssen Rußland bauen mehr sein Hyperschallraket alle Infos in der Newsblog,politik,politik
NID_2023-02-19-08_6614,Karnevalskostüme Söder fragen Häfner kommen der Kostüm an des werden der Bombe Armin Häfner schminken Markus Söder seit 13 Jahr für der Fastnacht der Maskenbildner verraten wie Söders Sauna bei der Abschminken helfen und wann Deo der Schminke retten,leben,leben
NID_2023-02-19-08_1709,Blinken treffen China Top Diplomat Wang nach der Abschuß ein mutmaßlich chinesisch Spionageballon durch der US Armee sein es an der Samstag an der Rand der Münchner Sicherheitskonferenz zu ein Gespräch zwischen der Top Diplomaten beide Land gekommen US Außenminister Antony Blinken warnen China ranghöch Außenpolitiker Wang Yi dass dies unverantwortlich Tat nie wieder geschehen dürfen Wang kontert mit der Vorwurf exzessiv Gewaltanwendung der USA haben der Beziehung beschädigen,politik,politik
NID_2023-02-19-09_9861,Quiz erkennen Sie|sie dies Influencer jed Generation haben ihr Star kennen Sie|sie dies zehn Promis aus der sozial Medium Stelle|Stellen Sie|sie Ihr|ihr wissen unter Beweis,unterhaltung,unterhaltung
NID_2023-02-19-09_2788,der gut Bild von der Karneval der KKC Hollage in Wallenhorst der gut Bild von der Karneval der KKC Hollage in Wallenhorst,karneval,karneval
NID_2023-02-19-09_8621,nach Putin treffen haben Scholz der Kriegsgefahr unterschätzen kurz vor der Invasion in der Ukraine besuchen der Kanzler 2022 Wladimir Putin Wähnte er er|es|sie nach der Gespräch in falsch Sicherheit der Szene in der Video,politik,politik
NID_2023-02-19-09_8710,Nachtzug Hamburg Stockholm starten bald auch ab Berlin nach 28 Jahr werden es wieder ein nächtlich direkt Bahnverbindung zwischen Hamburg und Stockholm geben der erst Zug der neu europäisch Nachtzug Verbindung werden an der Montagabend von Hamburg Altona nach Stockholm Central fahren wie der schwedisch Bahnunternehmen SJ mitteilen von da an verkehr der Verbindung sieben Mal pro Woche in beide Richtung der Fahrtzeit sollen zwölf Stunde|Stunden dauern,schienenverkehr,verkehr
NID_2023-02-19-09_3187,DSDS Dieter Bohle lästern über Ex Jurorin Marianne Rosenberg bei Deutschland suchen der Superstar treten der Gesang immer weiter in der Hintergrund wieder fallen|fällen Chefjuror Dieter Bohle wegen feisen Sprüchen auf,unterhaltung,unterhaltung
NID_2023-02-19-10_12050,Ukraine Flüchtling entlasten deutsch Arbeitsmarkt massiv Weg Rußlands Krieg gegen der Ukraine kommen viel Flüchtling nach Deutschland davon profitieren nun auch der ausgedünnt deutsch Arbeitsmarkt,politik,politik
NID_2023-02-19-10_916,ausgerechnet an Fasching Bis Mittwoch streiken der Straßenreinigung der Gewerkschaft Verdi rufen beschäftigter der Münchner Straßenreinigung zu der Streik auf Foto Oliver Berg dpa,ver.di,wirtschaft
NID_2023-02-19-10_916,ausgerechnet an Fasching Bis Mittwoch streiken der Straßenreinigung der Gewerkschaft Verdi rufen beschäftigter der Münchner Straßenreinigung zu der Streik auf Foto Oliver Berg dpa,streik,wirtschaft
NID_2023-02-19-10_7180,Kreml USA provozieren international Spannung Rußland werfen der USA vor ein groß Provokateur international Spannung zu sein Kreml Sprecher Dmitri Peskow begründen dies mit Äußerung von US Staatssekretärin Victoria Nuland der Spitzendiplomatin haben erklären dass der Krim nach Ansicht der USA demilitarisieren werden sollen und dass ihr Land ukrainisch Angriff auf militärisch Ziele auf der 2014 von Rußland annektiert Halbinsel befürworten Peskow werfen Nuland aggressiv Verhalten gegenüber Moskau vor,politik,politik
NID_2023-02-19-10_2122,BVB Vertrag laufen aus und vermehrt Ersatz was werden aus Marco Reus d BVB eilen von Sieg zu Sieg sein Kapitän schauen vermehrt aber nur zu der Frage sein vorübergehend oder dauerhaft Reus Vertrag jedenfalls enden in der Sommer und damit auch sein BVB Ära,sport,sport
NID_2023-02-19-10_4207,FC Bayern Nagelsmann stürmen in Schiri Kabine dies weichgespült Pack gegen Gladbach setzen es für der Bayern ein Niederlage entscheidend dabei ein früh rot Karte Bayern Coach Nagelsmann gehen verbal auf der Schiris los sehen sein Fehler spät jedoch ein,sport,sport
NID_2023-02-19-10_2769,Didi Hamann kritisieren Julian Nagelsmann dann müssen er in der 3 oder 4 Liga Nagelsmann wollen der Entscheidung von Schiedsrichter Walz so nicht stehen lassen und rasten aus sein Verhalten stoßen auf unterschiedlich Meinung,sport,sport
NID_2023-02-19-10_10767,Sicherheitskonferenz in München jetzt greifen China in der Ukraine Krieg ein d Ukraine Krieg toben seit fast ein Jahr und der Front zwischen Weste|Westen und China sein verhärten in München wagen Peking nun ein überraschend Vorstoß,politik,politik
NID_2023-02-19-10_8733,Nagelsmann über Auswechslung von Thomas Müller Beschissene Entscheidung gegen Gladbach müssen Thomas Müller früh von der Platz Nun haben Julian Nagelsmann sein Entscheidung erklären,sport,sport
NID_2023-02-19-10_11943,Tumult und Randale bei Karnevalsfesten von der Sauerland bis an der Niederrhein haben der Polizei an der Karnevalssamstag viel zu tun bei der erst Karneval ohne Corona Beschränkunge wollen viel Mensch mal wieder richtig feiern der führen zu Gedränge,karneval,karneval
NID_2023-02-19-10_9560,Platzverweis von Upamecano Ex Schiri Gräfe sehen klar Fehlentscheidung mehr als 80 Minute müssen der FC Bayern in Gladbach in Unterzahl spielen der Grund ein umstritten Entscheidung der Schiedsrichter,sport,sport
NID_2023-02-19-10_5053,Gift Unglück in der USA Sie|sie sprechen schon von der amerikanisch Tschernobyl ein folgenschwer Zugunglück in der USA wachsen er|es|sie zu ein Gift Katastrophe für der Mensch und der Umwelt aus für der Biden Regierung sein der ein politisch Fiasko,politik,politik
NID_2023-02-19-10_2744,DFB Pokal Auslosung heute live in TV und Livestream verfolgen der Auslosung der DFB Pokal Viertelfinals finden an der Sonntag statt hier lesen Sie|sie wo Sie|sie verfolgen können welch Team auf wer treffen,sport,sport
NID_2023-02-19-10_4776,Fußball Stammtisch Doppelpaß dies Gast sein heute bei Florian König zu Gast jeden Sonntagvormittag diskutieren Fachleute aus der Fußballwelt über der Thema der Wochenende dies Gast sein dies Woche mit dabei,sport,sport
NID_2023-02-19-10_960,Auto Blitzer Apps Verbot gelten jetzt auch für Beifahrer wer nicht an der Steuer sitzen dürfen bisher Blitzer Apps auf d Smartphone nutzen doch ein neu Urteil weiten der Verbot nun aus,auto,auto
NID_2023-02-19-10_6030,Innenminister schützen in der Jecken Zug Reul trommeln für mehr Sicherheit in der Karneval und wenn der Trömmelchen gehen sein auch Innenminister Reul wieder mit dabei Foto Hojabr Riahi,karneval,karneval
NID_2023-02-19-10_11003,Sohn von Tim Lobinger 50 melden er|es|sie mit emotional Post an der Donnerstag versterben Tim Lobinger nach lang schwer Krankheit zwei Tag spät bedanken er|es|sie sein Sohn für der Beileidsbekundung,sport,sport
NID_2023-02-19-10_9008,Neuhauser Carnevals Club entführen Karnevalsfans in der Märchenland der Aufregung bei der Mitglied der Neuhauser Carnevals Club sein groß Nach der zweijährig Corona Zwangspause dürfen sie wieder vor Publikum auftreten und zeigen dass sie stärken aus der Pandemiezeit hervorgehen sein,karneval,karneval
NID_2023-02-19-10_3825,Ex Botschafter der Ukraine Weste|Westen verstehen nicht wie Russe verhandeln der früh Karrierediplomat Hans Jürgen Heimsoeth sein von 2008 bis 2012 Botschafter in der Ukraine ein Gespräch über Putins Radikalisierung Friedensmanifeste undiplomatisch Botschafter und deutsch Fehler,politik,politik
NID_2023-02-19-10_8478,Münchner Sicherheitskonferenz was zu erwarten sein Überblick bei der Münchner Sicherheitskonferenz treffen Vertreter aus alle Ecke der Welt aufeinander bei der Konferenz verfolgen der westlich Staat ein klar Strategie,politik,politik
NID_2023-02-19-10_4156,Fastenzeit was bringen Zuckerverzicht und digital Auszeit an der Aschermittwoch beginnen der Fastenzeit der religiös Tradition haben viel modern Nachfolger welch Fast Möglichkeit es heute geben,gesundheit,gesundheit
